#ordinal	x	y	z	name	classtag	bodies
8015	3832496	-4746036	-2820713	TEDIOUS	2	1,2,3
8236	3852848	-4393755	-1609956	SALABIM	0	1,3,4,7,9
8238	4266416	-4367760	-1394938	1X3	8	
8239	3846064	-4400261	-2019011	BLUEBONNET	1	1,2,3,5,16,17,18
8241	3563568	-4371942	-2555511	BABY T	9	
8242	3866416	-4222974	-934540	OLD MAN	3	6
8244	3077136	-4647919	-1330110	SALAMANDER	0	4,5,7
8246	2939280	-4688626	-1493588	DE POT	6	
8249	3270352	-4601395	-1931359	DANUBE	1	
8250	4152848	-4642401	-1845811	PARSIMONY	0	5
8252	4704272	-4564576	-1532243	TRIAC	8	
8253	7148912	-4383605	-3189448	THIRD BASE	8	
8260	4135344	-4344104	-1049562	LALA	3	1,3,22
8262	456784	-61371	173784	COOL	6	
8263	4266416	-4555884	-1153667	TINY	11	1,2,3,4,5,6
8270	4159632	-4636827	-1724494	THE GREY	6	
8271	3852848	-4693755	-1598774	GOOD STUFF	6	
8272	3777136	-4814201	-1977749	JOKE	0	
8273	3914992	-4814989	-2035343	BROWNIE	5	
8274	4052848	-4799379	-2041127	BLUEY	7	1
8276	3783920	-4633902	-1797682	HAINSEY	1	
8277	3850000	-4350000	-3950000	LI+	6	
8278	3887856	-4324641	-3534520	YELL	0	1,2,3,4,5,6,7,8
8287	4018928	-4289397	-3820926	ION	6	
8288	-94640	-179331	-489113	NEBULA	6	
8289	5142128	-4800242	-1596633	SCOPE 01	6	
8290	250000	-36843	-45725	S0 NO PLANETS	0	
8292	439280	-71009	966782	ARNALIA	3	5
8293	714992	-83636	1227612	VAIBOA	10	1,2
8296	614992	-78560	1298060	MANI PULSAR	11	1
8298	277136	-243401	1296448	TWIN TWEEN	8	4
8300	139280	-232195	1342933	CONTIOR	1	1,2
8303	3655696	-5155290	515191	NEW ERA	0	3
8305	456784	-31526	-25779	HOPE	0	5,12
8308	1156784	-150026	-569521	YHUA	0	1
8312	3252848	-5675194	-1215611	BLULSTAT	1	1,2,3,4,5,6,9,11,26,27,29,35,36,37,38,39,40,41
8331	3473200	-5682739	26580	SHINMIEN	0	3
8333	4376048	-5947629	1220593	STRATA	10	
8334	4865328	-6237451	1846806	BIG RED HALO	3	
8335	3697488	-4216870	-859146	OLBRISH	6	
8336	3214992	-4279458	-1320284	MAELSTROM	11	1,2,3,4
8348	2939280	-4388626	-1511660	MARCUS' BOUNTY	0	1,2,3,4,5,6,7,8,9,10,11,12
8354	2539280	-4280565	-1145284	FOOL'S ERRAND	6	
8355	2601424	-4243702	-1487342	BEEPEE	6	
8356	2163568	-4286571	-1201227	GLORY	8	1
8358	4342128	-4659934	-849888	EYES IN THE DARKNESS	8	2,8
8361	5665328	-9244775	1215079	HIATUS	0	1,2,3,4,5
8386	894640	-1841151	-147542	GASTAR	6	
8389	756784	-1837784	-206215	ZORTAG	0	2,3,4
8392	512144	-1814184	-717002	GALACTAR PRIME	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
8397	1401424	-1815338	-219861	RUNAWAY 001	10	
8398	1977136	-1826384	-415912	RUNAWAY 002	10	
8400	2377136	-1812708	-593830	TERRA SOLARIS	0	1
8401	63568	-213125	676098	GASTAR II	6	
8402	356784	-202863	72717	GASTAR III	6	
8403	-125712	-220802	-335767	GASTAR IV	6	
8407	470352	-927341	659476	GASTAR V	6	
8408	1052848	-936149	1206473	DAYSTAR	0	1
8504	360720	-349749	-1539326	ASTERIX	0	2,5,13,14
8600	487856	-49102	-230101	PARADISO PERDUTO	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
8611	4577136	-4540157	-2788136	MYRTO	4	9
8612	5259632	-4541345	-2547047	ANCALIGON	11	
8613	3622864	-6144258	-5033635	VANDAATHI	6	
8614	2132496	-4007520	-1036725	FROSTLIGHT	7	
8615	1939280	-4034008	-486886	LORDAERON	2	
8616	-56784	-115693	-169142	NARGIL	7	
8617	-125712	-74213	-164911	OREGOTH	7	
8618	-187856	-83432	427	ILYASTRAFEL	0	1,2,3,4,5,6,7,8,11,12,13,14
8632	81072	-122514	-181748	METZ	0	1
8633	-118928	63154	59862	MEYNRENTS	0	1
8635	-56784	84307	-221013	MENENTAVE	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
8681	-125712	25787	-179576	MUOTAX	0	1,2,3,4
8686	112144	-40438	-249045	DUODENUM	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
8702	118928	-154763	56859	FALAFEL	7	
8703	-118928	-136846	52177	MITOCHONDRIA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
8751	43216	105804	-221848	SCIMITAR	7	1
8753	112144	59562	-234333	CONCUBINE	7	1
8755	-225712	-102875	-99797	WAYBEACON	7	
8756	-243216	-861959	568836	STOPLIGHT	3	1,2,3,4,5,6,7,8,9,10,11,12,13
8792	552848	-7334357	1776293	STAIN	5	
8794	2981072	-4376854	-3092100	CLEMENTINE	4	26
8796	3574288	-4362269	-3844341	BROWN EXXON	5	
8797	2874288	-4331836	-3138717	ANDOO	0	5,18
8799	2343216	-4324052	-2533770	REDSTONE	3	22
8801	418928	2243	-176807	ONESOME	0	
8802	701424	12131	445745	STRUDLE	0	2,3,11,16
8807	201424	13027	853806	FARQUAR	0	3
8809	-243216	38041	568583	SUNOCO	6	
8811	370352	58647	837467	STUARTLITTLE	2	4,5
8814	3452848	-5918536	-1200586	BLINDING LIGHT	3	
8816	3608208	-4973476	-2026650	WHIMAHU	4	3
8818	2963568	-5171624	-2231225	SYRIAN	4	7
8821	3456784	-5387646	-2870729	CRYSION	0	4,5
8831	-112144	-451192	476103	DENISE	3	1,3
8834	832496	-593487	209627	JJ	6	
8852	3842128	-4416662	-343163	FUEL1	6	
8855	4155696	-4561360	232380	KICALICA	0	
8856	4279984	-4328393	-596492	GOONBOY	9	1,2
8859	4662480	-5012642	95599	DECTAA	0	4
8860	-43216	-19285	437557	WEMADEIT	0	3
8862	963568	-4765	-216641	TIKON	0	2,3,4
8866	1470352	-169718	-251254	INDIGO	7	
8867	2070352	-132126	-660551	CHURK	10	
8868	2577136	-158928	-939465	HELL	0	2
8870	2214992	-128701	-349262	MYLAR	0	2,3
8873	1777136	-137169	-28621	URK	0	2,3,4
8877	1714992	-134394	227143	GANK	0	2,3,4
8881	2390704	-62649	-38186	MELEE	0	4
8883	2359632	-43452	347252	GREDATIOUS	2	6
8886	4876048	-5003934	528973	XYTHES	2	3
8902	-136432	-229546	862523	FIREBYRD	3	1,2,3,4,5,6,7,9
8953	663568	-1836709	279372	GROLOM	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
8954	163568	-1839378	667181	GOG	5	
8955	370352	-1841353	838049	GASTAR VI	6	
8956	877136	-1820469	925219	TG L3-X0	0	5
8959	3321776	-4323134	-1004416	OAKENSHIELD	5	
8961	2012144	-5030286	-2192245	LITHIA	6	
8962	1874288	-5259595	-2371272	GANJAR	0	3,4,11
8966	2112144	-5247027	-2226185	GLORIO	8	1
8968	2456784	-5322578	-1939775	ALONER	0	
8969	2463568	-5148972	-1503199	GRAYSTAR	6	
8971	3246064	-5212800	-1353539	YELLAR	0	3,5
8973	2739280	-5319060	-1293595	SATIVA	2	1,2,3
8974	3046064	-4916980	-1205804	CASTAWAY	10	1
8978	1405360	-789781	-1941535	LAMBO	9	71
8979	2625712	-1162594	-2015458	GOLDARA	0	
8981	-656784	-1013603	437328	OL' YELLER	0	5
8982	174288	-1144389	-683630	HOBGOBLIN	5	2,3,5,6,10
8988	387856	-1127605	-28526	NIPOLE	1	
8990	1546064	-1448329	276029	CHAKA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
8993	243216	-51201	-462028	VARLOS	0	1,17
8998	1921776	-1444011	357045	TOPSARR	1	1,2,3,5
9004	2259632	-1388217	369611	HOBBE	4	1,2,3,5
9008	2635344	-1419938	528353	GIZMO I	8	1,2,3,9,12
9014	2328560	-1429241	470241	GOODLE	0	3,4,5
9018	770352	-2831847	587839	BARTOK	0	4
9021	-532496	-7036737	-367677	SAPTAR	0	3,5
9022	2642128	-1521735	883346	FARUHN	0	4
9025	3579984	-1002801	305857	HELLO	0	3
9026	3621776	-4493277	-1239322	NEWPORT	1	
9027	3359632	-4645485	-934073	DANIMAR	0	1,2,3,4
9030	2852848	-4728638	-771710	ENDOS	0	1
9031	1470352	-5169718	-286666	VERTIGO	0	3
9033	81072	-6022514	-199175	TATOO	0	4
9036	-81072	-6426100	379780	OLYMPUS	0	4
9037	-625712	-7037800	172327	VORADOR	0	3,4,5
9042	-470352	-7040152	-615271	HANOVER	0	3,6
9044	-539280	-7038733	-750855	PIT STOP	5	
9047	-914992	-7027761	-920784	ANTIS	0	4
9049	-570352	12098	-520965	STAR 0691	0	
9053	990704	354649	1365744	ELENDOR	0	3
9056	1859632	370581	832059	ROLENT	0	4
9058	574288	-535718	-933464	TIAMATH	0	7,8,9,11,12,13,14,15,16,19,20
9089	3973200	-5021255	-469763	ORIONS LION	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9105	3904272	-5165172	-741591	THE GATEWAY TO ORION	0	1,2
9116	4373200	-5223248	-1089557	THE ORION SPRINGS	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9149	4548912	-4726574	-547070	BUOY	3	2,4,11
9152	4679984	-4783396	-748470	ASCENDANCE	0	1,2,3,4
9157	677136	-808788	956855	BYSTAR	0	
9159	294640	-1102336	449711	OVOID	0	3,5,6
9163	370352	-1141353	775748	COOL RESPITE	1	2
9173	4011056	-5199534	-373190	WAIPOINT1	3	1,8,24
9177	4486768	-5207317	-423542	WAIPOINT2	6	
9178	5069264	-5252333	127751	WAIPOINT3	8	
9179	4844976	-5439587	810360	WAIPOINT4	10	1,2
9182	5058544	-5844159	1406958	SALAT	0	1
9184	263568	-840889	676453	CONUKO	0	1
9195	4448912	-5540329	-488394	QUINT	2	1,2,3,4,5
9201	632496	-3581245	399663	HOMESLICED	0	1
9204	56784	50870	565621	NEGATORY	0	5,12,15,18,20,31
9210	1424	39600	1161220	AWANA	0	3,4
9213	639280	59424	818261	EDOM	3	8
9216	625712	79783	32975	CHIHUAHUA	0	1,2
9218	481072	75076	-573352	PLETHORA	4	
9219	2674288	-4335112	-3133073	QUO VADIS	10	1
9221	2381072	-4319848	-2471627	RUTH AND BOAZ	8	2,18,19,20,22
9227	2436432	-4308926	-3081273	SISTE VIATOR	10	
9228	1785008	-4284189	-3592315	ENGEDI	3	5,6
9231	1778224	-4274111	-4041802	CHARYBDIS	7	
9232	1278224	-4275903	-3478889	SCYLLA	11	
9233	1471440	-4265899	-4070543	FIAT LUX	0	4
9235	-187856	-183432	-35013	FARYSCHE	7	1
9272	-25712	-145550	-279963	KALASTROMAS	7	
9273	43216	-94196	-280322	DJORASIUS	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
9307	43216	5804	-251085	ACKENROHM	0	1
9309	12144	-154769	-241000	CRENSHAW	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
9418	-287856	2237	68657	EVAW	0	1,2,3,4,5,6,7,16,17
9437	-625712	113546	306765	MELVIN	4	1,2,3,4,5,6,15,16,17
9438	-763568	158828	173212	BURGER	4	1
9440	-563568	159147	-30446	DENOTS	0	1
9442	-663568	208988	6842	YARVON	0	1,2,4,12
9447	-394640	222759	-177905	SPAKARRR	1	
9448	443216	260721	-661204	FORTAHN	9	16
9451	918928	261658	-620180	RUTAN	0	
9456	1708208	171588	-197336	BALOMETROF	0	4,19,21,26
9457	-932496	67443	-38827	FRAPHAM	0	3
9492	1432496	-1430211	-367094	SARDINE	11	1,2,3,4,5,6,7
9493	1470352	-1428563	-129648	GEEZER	10	1
9495	1670352	-1452727	-253444	RADAGAST	5	1,2,3,4
9500	1577136	-1492069	-37268	MOSES	11	1
9502	1852848	-1486587	473751	NEWBORN	9	1,2,15
9506	2052848	-1439733	166578	ALARA	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
9563	2490704	-1503553	-26371	BALODRAKAN	0	3,4,5
9567	2990704	-1545929	-553777	HALKAHR	0	1,2,3,4,6,16,24,28
9577	3639280	-1635502	-2229864	REDGIANT	3	18
9579	3990704	-1561755	-1610515	WURSEY	0	1,2,3
9582	3008208	-4283926	-1464016	CUPOLLA	4	1,2,3,10,11,13,14,16,17,20
9593	2563568	-4604467	-1848402	SCOPING SITE	6	
9594	2050000	-4650000	-2150000	LEWOT	7	
9595	1674288	-4731251	-2207989	CHMEE	10	
9596	1360720	-4807373	-2448470	NOITUAC	3	
9597	885008	-5065379	-2638278	OCIPORT	11	1,2,3,4,6
9603	453936	-4800516	-2129283	LANG	0	1
9606	4079984	-4322422	-327594	POLO	0	
9607	-625712	-586454	274347	COCANIGH	0	1,3
9613	2669264	-2239373	2256637	MIND	0	1,2,3,4,5,6
9660	2821776	-4285513	-450223	HATACHI	6	
9661	618928	-26420	-407051	SOMETHINGUSAWFUL	0	1,2,3,4
9666	274288	-190634	-529282	PERFECT PINK	3	
9667	812144	-471190	-971254	TURQUOISE TERROR	11	
9668	-125712	-120802	-427402	LITHIANA	6	
9670	-543216	-307043	870091	GREYED	6	
9673	-250000	-532086	362399	LITHUAR	6	
9674	-846064	-1159573	-745235	ESCAPEE 27	10	
9675	-1221776	-1184863	-920813	LITHULITHU 64	6	
9702	2448912	-356129	1581027	CINCOSUUN	0	1,2,3,4,5
9710	1621776	-2073868	679135	NINES	5	1
9712	1077136	-543103	562714	CLAMARE	1	6,8
9715	4779984	-4543323	-1038127	LUCKIN2	3	8
9777	848912	-6341198	3139412	FIRST POPE	0	4
9779	6924624	-6203995	-2512830	FIRENHIM	3	5
9781	6955696	-6225439	-2800652	ASCS 00023	0	
9782	7462480	-6205482	-2740526	ASCS 00024	7	
9783	50000	-122511	95439	ASCS 00025	0	
9784	150000	-29677	67505	ASCS 00026	0	
9785	-256784	-27615	75750	ASVS 00027	0	
9786	-118928	-36846	-9517	ASCS 00028	0	
9787	387856	-27605	-70309	AMCHUS	0	1,2,3,4,10
9793	550000	-58340	-392890	ASCS 00029	1	
9794	-50000	-350000	-50000	ASCS 00030	0	
9795	294640	-402336	404519	SKYGEM	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
9847	-74288	-381403	662797	ASCS 00032	2	
9848	170352	-331521	1028437	ASCS 00033	11	
9850	1729648	-4209995	-2774315	GALAGA	6	
9851	1767504	-4356122	-2439931	BENZYNA	6	
9854	229648	-4412683	-1287031	FORTUNA	9	28
9855	-214992	-3342390	-1564787	GLOMA CLUSTER	8	22
9858	336432	-2813703	-1006390	MARINA	0	4
9871	-50000	50000	-50000	NULL AND VOID	0	
9897	318928	16574	-129965	UNNEED	0	1
9898	312144	-142847	-534272	UNREAL	2	1,2,3,4,5,6
9909	-25712	15026	-433075	+NAN L.Y.	0	
9910	-94640	20669	-445889	FLYTRAP	0	1
9912	-163568	-2358	-418951	TRAVAIL	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
9913	-325712	-31538	-48985	FELID	0	1,2,3,4,5
10036	212144	-26106	-419305	DEPRIVED	0	
10037	-25712	-84974	-455239	NONPLUS	0	
10038	174288	-19297	-474884	SCHLOCK	0	1,2,3,4,5,6,7,8
10047	74288	150855	-580924	LISTA 36	6	
10048	-25712	154450	-327558	RELIEVER	0	1,2,3,4,5,6,7,8,9,10
10049	312144	-42847	-433379	ZILCH	0	1,2
10052	-218928	-44011	180703	HARD WORK	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
10082	74288	-147959	-320908	FAIR WARNING	0	3
10083	87856	5814	275087	PATINE	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10084	250000	-236843	-110811	PATHOS	0	
10085	-25712	54450	-268003	OPPORTUNITY	0	1,2,3,4,5,6,7,8
10125	-294640	-34247	-233291	UNHAPPY MEDIUM	7	1
10127	74288	-247959	-378606	OLD PAINT	0	1,2
10130	-18928	70320	-32484	PERISTYLE	0	1,2,3,4,5,6,7
10138	425712	-634229	278861	NEMO	9	1,2
10194	-539280	-237210	-624416	CORAL II	9	1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
10221	4511056	-4578635	-936517	LISTA 37	5	
10222	4604272	-4597418	-1445868	LISTA 38	5	
10223	5166416	-4624536	-2108908	LISTA 39	5	
10224	5773200	-4650198	-2320727	LISTA 40	5	1
10226	6311056	-4634471	-2701459	LISTA 41	5	1,2
10229	6604272	-4895928	-3397767	LISTA 42	5	
10230	7279984	-4885191	-3326025	LISTA 43	5	
10231	7762480	-4867266	-3018082	LISTA 44	5	1,2,3,4,5,6
10235	7079984	-4880925	-3444822	LISTA 45	5	
10239	6511056	-4326111	-2949741	LISTA 46	5	1,2
10242	6417840	-4766199	-2428528	LISTA 47	5	1,2,3,4
10247	6055696	-4869327	-1856127	LISTA 48	5	1,2,3,4
10252	6262480	-4927275	-1476471	LISTA 49	5	
10253	6582832	-5105271	-744690	LISTA 50	5	1,2
10256	6489616	-5129368	-342488	LISTA 51	5	1,2
10260	6782832	-5118985	-955008	LISTA 52	5	1,2
10262	7327472	-5108703	-812585	LISTA 53	5	
10266	7658544	-5089103	-1392297	WONDERLAND	5	1,2,3
10267	4266416	-4355884	-1228881	4830-CP	4	
10270	5396400	-4152620	1226948	MARIANNE	0	3
10273	-25712	-45550	-339519	ST-T63363T0	0	3,4
10274	4865328	-4337451	1854205	NO PLANET	0	
10275	5051760	-4350783	953282	INUTIL	2	
10276	4496400	-4321587	2162377	USELESS	6	
10277	3996400	-4316211	2622327	FUEL 06	6	
10278	4341040	-4324350	3077919	TINY S11	11	
10279	3634256	-4255586	3313584	LIFE FORM	0	2,3
10282	4209968	-4265947	3246571	LIFE MOON	4	7
10284	3534256	-4285443	3413977	ROCKY STAR	1	
10285	3816752	-4301085	4034419	NOTHING 03	3	
10286	4254608	-4294361	3882927	DARK NIGHT	5	
10292	3239280	-4427441	-1785175	BEAN FUEL	6	
10293	3308208	-4644237	-1812692	DREAM LAND	3	1,2,3,5
10298	3546064	-4806530	-1665720	NEW HOME	0	1,2,3,4
10302	4404272	-4832031	-1218335	EXISTANCE	0	2,3,4
10313	3559632	-4410553	-1049465	YOUKO STAR	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10357	257872	-4230231	-3447758	JONATHAN DAVID	8	15
10359	133584	-4233352	-2924955	PARTY OF ONE	5	
10360	753936	-4228283	-2523610	PARACLETE	0	16,21,25
10364	2267504	-4331639	-2992001	BP	6	
10365	2616080	-4252342	-4509480	BLEU	1	
10367	3153936	-4261063	-4661503	HARCOR	0	5,7,22,24
10371	6263568	-4228354	-5500405	COATEZ	3	7
10374	2691792	-4176126	-4029925	AUNFINT	9	55,60,65
10377	3243216	-4161651	-3521309	LEGION	3	5
10379	3812144	-4134466	-3959594	IMPOTENT	6	
10380	4174288	-4121365	-4526691	NAVEL	4	
10381	5112144	-4110303	-5325494	SQUIGY	0	3
10384	6183920	-4134481	-4228760	LITTLEYELLOW	0	4,5
10387	4942128	-5222933	-1384094	LI+ STAR 1	6	
10389	5479984	-5133536	-1617992	THE ORION GATEWAY	0	1,2
10391	5473200	-5334019	-2191107	YRTYRION	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10418	4990704	-5477580	-2586619	GRADYRIA	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14
10433	4673200	-5577290	-1330709	GRADYRIA GATES	6	
10434	4173200	-5584233	-640733	DRAKHNATORIA	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
10478	4048912	-5371060	-63210	TYRTOR	6	
10482	4562480	-5638000	182493	ALEPH 0	0	1,2,3
10505	7465328	-5068211	-810767	RAVELIN	2	1,2,3,4,5
10511	6751760	-5030646	-858744	INCUS	2	1
10513	6658544	-5041774	-158488	COMMOVE	2	1,2,3
10517	6496400	-5043090	165690	SHELDRAKE	2	2,3
10520	5996400	-5037714	621356	HEAT SINK	2	1,2
10523	5765328	-5032975	911010	OOZE	2	1,2
10526	4224624	-2510857	188251	LISTA 55	6	
10527	4031408	-1804535	824431	CONTRITE	2	1,2,3,4,5
10532	3907120	-1841243	1452000	EPITAXY	2	1,2,3
10536	4458544	-1945053	2033813	SMOOTH	2	1,2,3,4,5
10542	4020688	-1947522	2079317	LISTA 56	6	
10543	3544976	-1934786	2172010	ECHINUS	2	1,2
10546	3665328	-1929861	3229709	GENRE	2	1,2,3,4,5,6
10553	3609968	-2130117	3807588	APHID	2	1,2,3,4,5
10565	3809968	-1942060	3675292	DIRL	2	1,2,3,4,5
10571	4385680	-2042094	3564625	CABRILLA	2	1,2,3,4,5,6
10578	3978896	-2028624	3751813	LISTA 57	6	
10656	4421776	-3901041	-2079375	ARTANE	0	1,2,3,4,5,6,7,8,9,10,11,12
10669	4173200	-4384233	-646459	HELEN	11	
10670	4128560	-4003885	-1365391	FUEL DEPOT	6	
10671	3383920	-4184937	-1396911	RUNAWAY	0	
10672	3659632	-4575081	-983785	RENEGADE	0	
10673	3666416	-4676784	-623993	HEAVENLY	0	1,2,3,4,5,6,7,8,9,10,11,12,13
10688	4166416	-4822099	-1266982	POUND	0	1,2
10690	3652848	-5121750	-1588493	ASKEW 1	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
10725	3101424	-5244598	-1989427	ASKEW 2	11	1
10727	2856784	-5334820	-2332653	ASKEW 3	8	
10766	1653936	-6180511	-3383836	ASKEW 5	6	
10767	1378224	-6219442	-3371139	ASKEW 6	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10788	2605360	-5598140	-3197526	ASKEW 7	10	1,2
10793	2067504	-5563906	-2988222	ASKEW 4	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
10807	4276048	-2046733	1291565	ASKEW 8	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
10862	4751760	-2171682	1257539	ASKEW 9	5	1,2,3,4
10867	5265328	-2222843	1446761	ASKEW 10	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10909	4858544	-2231770	1457644	ASKEW 21	6	
11788	3466416	-4540059	-395069	ZEGEMA SIRENS	8	1,2,3,7,8,11,12,13,14,16,17,18,19,20
11792	3159632	-4561048	-547149	KASHITAR	3	1,2,3,4
11898	4224624	-4510857	227371	BABY PLUM	9	1,2,3
11902	187856	-15683	96725	ASCS 00034	0	
11926	-250000	-32086	479996	ASCS 00035	0	
11927	-12144	27311	376371	YUINCA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
11935	712144	-585522	-862630	GROWTH	9	45
12108	1939280	-4734008	-467041	PRIMARIAS	3	1,2,3
12114	2452848	-4751009	-338501	EMIFEL	8	1,2
12115	2759632	-5019210	-268015	LAGASTA	2	1,2,3,5,6
12121	2904272	-5031453	262710	APALSA	0	1,3,4,5,6
12127	3683920	-4421661	-1714035	AEGYPTUS MINORI	0	1
12129	636432	-394296	-1348229	JOHN FENWICK	6	
12131	122864	-336219	-1574904	DIMAGGIO	8	1,2,3,16
12136	-935344	-302777	-1857553	STONEWATCH	0	4
12138	-1066416	-281721	-1728727	POWERPUFF	1	3,7,13,14
12143	-697488	-341882	-2003880	ARDSLEY	6	
12144	153936	-392714	-1683173	ARETINO	0	5
12146	-1104272	-324787	-1998239	MOUSER	0	3
12176	374288	-472732	-870701	BLUEDIAMOND	7	
12177	-321776	-456147	-1745175	ANGRY HAROLD	10	
12178	16080	-853240	-1891550	CREAVMEN	3	1,2
12181	178224	-906060	-2356602	HEAGOR	0	1,2,3,4,5,6,7,8,9
12195	378224	-1252914	-2610252	YASMER	0	1,2,3,4,5
12200	778224	-1277695	-2953247	HYACINTA	0	1,2,3,4,5,6
12205	3959632	-4309715	-1270753	STUART LITTLE	2	1,2,4
12208	4052848	-4246901	-1734919	SUNOCO	6	
12215	4459632	-4223749	-1788536	CANARIS	0	2,3
12216	4301424	-4141891	-3131279	EXXXON	6	
12218	3542128	-4719626	14669	SENATOR	0	5
12222	2962480	-4637612	1606146	SROM ALPHA	4	7
12232	3381072	-4748191	-3496654	SOHO	3	45
12234	3425712	-4744402	-2777059	NEVETS	0	3
12235	3683920	-4721661	-1660782	WEHTTAM	3	10,14
12238	2877136	-4666430	-1094495	PERPETUA	3	
12240	3228560	-4666563	-483683	FANTARI	0	10,11
12243	3473200	-4682739	-13129	SC63	3	17
12244	2897488	-4684624	-128376	REDICULA	4	1,7
12247	2083920	-4656870	-48405	ONOFF	11	
12248	1394640	-4629805	-746012	CATCHME	10	
12249	1450000	-4622831	-1229093	NYET	0	
12251	1167504	-4620037	-2053593	SOCUM	0	3
12252	2081072	-4641345	-2238278	DULLARD	5	1
12255	2243216	-4645549	-2527805	PALETTE	4	3,6,13
12257	1195728	-4627472	-4267343	GASANDGO	6	
12258	-32496	-39402	-688968	HIGHSON	0	3
12270	4466416	-4692609	-1413164	ACORES	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14
12275	4873200	-4885727	-1391831	ADAMASTOR	2	1,2,3,4
12281	-739280	6031	-598250	FIRSTBORN	0	3
12282	3966416	-4066334	-822047	LUCID BLUE	1	12
12284	3559632	-3619846	-947936	GRIMMY	0	4,6
12287	1914992	-3544545	22496	SOLSTAR	0	2,3,4
12291	2435344	-3568883	755168	RADAGASTAR	3	
12292	3904272	-4065172	-623302	CLITORIA	6	
12293	3666416	-4076784	-593130	MIGUELMOURA	8	
12296	202512	-4604560	-2872243	BETA BETA	3	5
12299	1167504	-4637930	-1874955	DDER	3	3
12301	1360720	-4607373	-2490889	SOO TETRA	0	4
12302	1109296	-4614243	-3321680	HANDEL	8	18,21,25
